Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down/Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts/b_Avg,Fwd_Pkts/b_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts/b_Avg,Bwd_Pkts/b_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
36506,48344,1845,200,554,6,3639,5882,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.02040122407345,5882.0,0.0,5882.0,5882.0,0.0,0.0,0.0,0.0,0.0,5882.0,5882.0,0.0,5882.0,5882.0,0,0,0,0,0,44,0.0,340.02040122407345,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,5882.0,0.0,5882.0,5882.0,0
47153,25889,55301,8,443,6,1001,78,0,2,0.0,2896.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,37128205.12820513,25641.02564102564,78.0,0.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,78.0,78.0,0,0,0,0,0,64,0.0,25641.02564102564,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2172.0,0.0,1448.0,0,0,0,0,0,0,0,0,2,2896,-1,172,0,0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,78.0,2
12446,25883,10000,203,10101,17,3508,119,1,1,1430.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,24033613.44537815,16806.722689075632,119.0,0.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,8403.361344537814,8403.361344537814,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,2145.0,1430.0,1430.0,0,0,0,0,0,0,1,1430,1,1430,-1,-1,1,0,0.0,0.0,0.0,0.0,119.0,0.0,119.0,119.0,2
13736,25883,60186,233,8899,17,3271,146,2,1,64.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,657534.2465753425,20547.945205479453,73.0,98.99494936611666,143.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,13698.6301369863,6849.315068493151,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,42.66666666666666,32.0,32.0,0,0,0,0,0,0,2,64,1,32,-1,-1,2,0,0.0,0.0,0.0,0.0,73.0,98.99494936611666,143.0,3.0,2
5687,11100,6940,200,554,6,3689,2329,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.7376556462001,2329.0,0.0,2329.0,2329.0,0.0,0.0,0.0,0.0,0.0,2329.0,2329.0,0.0,2329.0,2329.0,0,0,0,0,0,44,0.0,858.7376556462001,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2329.0,0.0,2329.0,2329.0,0
12690,25883,9020,203,52717,6,1937,116,1,1,30.0,1388.0,30.0,30.0,30.0,0.0,1388.0,1388.0,1388.0,0.0,12224137.931034485,17241.379310344826,116.0,0.0,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,8620.689655172413,8620.689655172413,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,1.0,1403.0,30.0,1388.0,0,0,0,0,0,0,1,30,1,1388,-1,1869,1,0,0.0,0.0,0.0,0.0,116.0,0.0,116.0,116.0,4
47156,7,443,205,43238,6,3436,268,2,1,2882.0,1441.0,1441.0,1441.0,1441.0,0.0,1441.0,1441.0,1441.0,0.0,16130597.014925372,11194.029850746268,134.0,24.041630560342607,151.0,117.0,151.0,151.0,0.0,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,7462.686567164178,3731.343283582089,1441.0,1441.0,1441.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1921.333333333333,1441.0,1441.0,0,0,0,0,0,0,2,2882,1,1441,-1,252,2,0,0.0,0.0,0.0,0.0,134.0,24.041630560342607,151.0,117.0,2
27052,38900,8243,200,554,6,3660,4227,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.14880529926666,4227.0,0.0,4227.0,4227.0,0.0,0.0,0.0,0.0,0.0,4227.0,4227.0,0.0,4227.0,4227.0,0,0,0,0,0,44,0.0,473.14880529926666,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,4227.0,0.0,4227.0,4227.0,0
12446,25883,10000,203,10101,17,3488,293,0,5,0.0,160.0,0.0,0.0,0.0,0.0,40.0,24.0,32.0,5.656854249492381,546075.085324232,17064.84641638225,73.25,0.4999999999999992,74.0,73.0,0.0,0.0,0.0,0.0,0.0,293.0,73.25,0.4999999999999992,74.0,73.0,0,0,0,0,0,40,0.0,17064.84641638225,24.0,40.0,30.666666666666664,6.022181221672647,36.266666666666666,0,0,0,0,0,0,0,0,0.0,36.8,0.0,32.0,0,0,0,0,0,0,0,0,5,160,-1,-1,0,0,0.0,0.0,0.0,0.0,73.25,0.4999999999999992,74.0,73.0,2
12447,25883,56361,203,10101,17,3358,294,4,1,80.0,20.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,340136.0544217687,17006.802721088436,73.5,1.7320508075688783,75.0,71.0,219.0,73.0,1.7320508075688772,74.0,71.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,8,13605.442176870749,3401.3605442176868,20.0,20.0,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,24.0,20.0,20.0,0,0,0,0,0,0,4,80,1,20,-1,-1,4,0,0.0,0.0,0.0,0.0,73.5,1.7320508075688783,75.0,71.0,2
12682,25883,9020,203,49784,6,2801,376,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5319.148936170213,376.0,0.0,376.0,376.0,0.0,0.0,0.0,0.0,0.0,376.0,376.0,0.0,376.0,376.0,0,0,0,0,0,64,0.0,5319.148936170213,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,32700,0,0,0.0,0.0,0.0,0.0,376.0,0.0,376.0,376.0,3
12446,25883,10000,203,10101,17,3484,275,3,1,3758.0,1430.0,1430.0,898.0,1252.6666666666667,307.15034320888094,1430.0,1430.0,1430.0,0.0,18865454.545454547,14545.454545454544,91.66666666666669,25.482019804821853,121.0,75.0,196.0,98.0,32.526911934581186,121.0,75.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,10909.090909090908,3636.363636363636,898.0,1430.0,1323.6,237.91763280597763,56604.8,0,0,0,0,0,0,0,0,0.0,1654.5,1252.6666666666667,1430.0,0,0,0,0,0,0,3,3758,1,1430,-1,-1,3,0,0.0,0.0,0.0,0.0,91.66666666666669,25.482019804821853,121.0,75.0,2
321,25889,51554,188,443,6,101,104,0,2,0.0,2896.0,0.0,0.0,0.0,0.0,1448.0,1448.0,1448.0,0.0,27846153.84615385,19230.76923076923,104.0,0.0,104.0,104.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,0.0,104.0,104.0,0,0,0,0,0,64,0.0,19230.76923076923,1448.0,1448.0,1448.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2172.0,0.0,1448.0,0,0,0,0,0,0,0,0,2,2896,-1,37,0,0,0.0,0.0,0.0,0.0,104.0,0.0,104.0,104.0,1
11998,25423,5683,200,554,6,3695,2757,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.4261878853827,2757.0,0.0,2757.0,2757.0,0.0,0.0,0.0,0.0,0.0,2757.0,2757.0,0.0,2757.0,2757.0,0,0,0,0,0,44,0.0,725.4261878853827,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,2757.0,0.0,2757.0,2757.0,0
12690,25883,9020,203,52717,6,1952,77,1,1,1388.0,1388.0,1388.0,1388.0,1388.0,0.0,1388.0,1388.0,1388.0,0.0,36051948.05194805,25974.025974025968,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,12987.012987012988,12987.012987012988,1388.0,1388.0,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,2082.0,1388.0,1388.0,0,0,0,0,0,0,1,1388,1,1388,-1,1869,1,0,0.0,0.0,0.0,0.0,77.0,0.0,77.0,77.0,4
62079,25889,56110,233,8043,17,3446,13,1,1,18.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,18.0,0.0,2769230.769230769,153846.15384615384,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,76923.07692307692,76923.07692307692,18.0,18.0,18.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,27.0,18.0,18.0,0,0,0,0,0,0,1,18,1,18,-1,-1,1,0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,13.0,2
52536,9669,8175,205,19604,6,519,5426,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.5956505713232,5426.0,0.0,5426.0,5426.0,0.0,0.0,0.0,0.0,0.0,5426.0,5426.0,0.0,5426.0,5426.0,0,0,0,0,0,40,0.0,368.5956505713232,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,5426.0,0.0,5426.0,5426.0,0
12447,25883,56361,203,10101,17,3350,247,2,1,1524.0,1430.0,1430.0,94.0,762.0,944.6946596652276,1430.0,1430.0,1430.0,0.0,11959514.170040485,12145.748987854253,123.5,12.020815280171304,132.0,115.0,132.0,132.0,0.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,8,8097.165991902834,4048.582995951417,94.0,1430.0,1096.0,668.0,446224.0,0,0,0,0,0,0,0,0,0.0,1461.333333333333,762.0,1430.0,0,0,0,0,0,0,2,1524,1,1430,-1,-1,2,0,0.0,0.0,0.0,0.0,123.5,12.020815280171304,132.0,115.0,2
12721,25886,56255,200,9020,6,1183,157,0,3,0.0,4164.0,0.0,0.0,0.0,0.0,1388.0,1388.0,1388.0,0.0,26522292.99363057,19108.280254777063,78.5,6.363961030678928,83.0,74.0,0.0,0.0,0.0,0.0,0.0,157.0,78.5,6.363961030678928,83.0,74.0,0,0,0,0,0,96,0.0,19108.280254777063,1388.0,1388.0,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,1850.666666666667,0.0,1388.0,0,0,0,0,0,0,0,0,3,4164,-1,1869,0,0,0.0,0.0,0.0,0.0,78.5,6.363961030678928,83.0,74.0,2
41195,53027,8748,200,554,6,3633,3112,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.6735218508998,3112.0,0.0,3112.0,3112.0,0.0,0.0,0.0,0.0,0.0,3112.0,3112.0,0.0,3112.0,3112.0,0,0,0,0,0,44,0.0,642.6735218508998,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,14600,0,0,0.0,0.0,0.0,0.0,3112.0,0.0,3112.0,3112.0,0
12714,25883,9020,203,56196,6,903,74,1,1,1388.0,1388.0,1388.0,1388.0,1388.0,0.0,1388.0,1388.0,1388.0,0.0,37513513.51351351,27027.027027027027,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,13513.513513513511,13513.513513513511,1388.0,1388.0,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,2082.0,1388.0,1388.0,0,0,0,0,0,0,1,1388,1,1388,-1,1869,1,0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,74.0,2
62696,25889,64783,233,9988,17,3217,105,32,1,1024.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,0.0,10057142.857142856,314285.71428571426,3.28125,2.051504168857258,9.0,1.0,103.0,3.322580645161291,2.0718284480814453,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,256,8,304761.9047619048,9523.809523809525,32.0,32.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,32.96969696969697,32.0,32.0,0,0,0,0,0,0,32,1024,1,32,-1,-1,32,0,1.0,0.0,1.0,1.0,3.703703703703704,1.9575262021002,9.0,2.0,2
12690,25886,52717,200,9020,6,1843,147,0,2,0.0,2776.0,0.0,0.0,0.0,0.0,1388.0,1388.0,1388.0,0.0,18884353.7414966,13605.442176870749,147.0,0.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,0.0,147.0,147.0,0,0,0,0,0,64,0.0,13605.442176870749,1388.0,1388.0,1388.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,2082.0,0.0,1388.0,0,0,0,0,0,0,0,0,2,2776,-1,1869,0,0,0.0,0.0,0.0,0.0,147.0,0.0,147.0,147.0,4
12446,25883,10000,203,10101,17,3489,118,1,1,1430.0,1430.0,1430.0,1430.0,1430.0,0.0,1430.0,1430.0,1430.0,0.0,24237288.13559322,16949.15254237288,118.0,0.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,8474.57627118644,8474.57627118644,1430.0,1430.0,1430.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,2145.0,1430.0,1430.0,0,0,0,0,0,0,1,1430,1,1430,-1,-1,1,0,0.0,0.0,0.0,0.0,118.0,0.0,118.0,118.0,2
46345,25886,52069,68,7100,6,3447,147,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20408.163265306124,73.5,3.5355339059327378,76.0,71.0,71.0,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,13605.442176870749,6802.7210884353735,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,4051,0,0,0.0,0.0,0.0,0.0,73.5,3.5355339059327378,76.0,71.0,2
12447,25883,56361,203,10101,17,3313,272,1,1,20.0,20.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,147058.82352941178,7352.941176470588,272.0,0.0,272.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3676.470588235294,3676.470588235294,20.0,20.0,20.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,30.0,20.0,20.0,0,0,0,0,0,0,1,20,1,20,-1,-1,1,0,0.0,0.0,0.0,0.0,272.0,0.0,272.0,272.0,2
12721,25886,56255,200,9020,6,1187,132,0,2,0.0,1418.0,0.0,0.0,0.0,0.0,1388.0,30.0,709.0,960.2510088513316,10742424.242424242,15151.515151515148,132.0,0.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,132.0,132.0,0.0,132.0,132.0,0,0,0,0,0,64,0.0,15151.515151515148,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0.0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0.0,0.0,132.0,0.0,132.0,132.0,2
12695,25886,52739,200,9020,6,2299,76,0,2,0.0,1418.0,0.0,0.0,0.0,0.0,1388.0,30.0,709.0,960.2510088513316,18657894.736842103,26315.78947368421,76.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,0.0,76.0,76.0,0,0,0,0,0,64,0.0,26315.78947368421,30.0,1388.0,935.3333333333331,784.0416655595117,614721.3333333335,0,0,0,0,1,0,0,0,0.0,1403.0,0.0,709.0,0,0,0,0,0,0,0,0,2,1418,-1,1869,0,0,0.0,0.0,0.0,0.0,76.0,0.0,76.0,76.0,4
12447,25883,56361,203,10101,17,3340,173,1,1,402.0,1430.0,402.0,402.0,402.0,0.0,1430.0,1430.0,1430.0,0.0,10589595.375722542,11560.693641618496,173.0,0.0,173.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,5780.346820809248,5780.346820809248,402.0,1430.0,1087.3333333333333,593.5160767269354,352261.33333333343,0,0,0,0,0,0,0,0,1.0,1631.0,402.0,1430.0,0,0,0,0,0,0,1,402,1,1430,-1,-1,1,0,0.0,0.0,0.0,0.0,173.0,0.0,173.0,173.0,2
47156,7,443,205,43238,6,3574,228,1,1,1441.0,1441.0,1441.0,1441.0,1441.0,0.0,1441.0,1441.0,1441.0,0.0,12640350.877192983,8771.929824561403,228.0,0.0,228.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,4385.964912280701,4385.964912280701,1441.0,1441.0,1441.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,2161.5,1441.0,1441.0,0,0,0,0,0,0,1,1441,1,1441,-1,252,1,0,0.0,0.0,0.0,0.0,228.0,0.0,228.0,228.0,2
